MC4WP: Mailchimp for WordPress;https://ru.wordpress.org/plugins/mailchimp-for-wp/;The #1 (unofficial) Mailchimp plugin. Allows you to add various sign-up methods to your WordPressЕ;2+ млн активных установок;6.2
Rank Math SEO;https://ru.wordpress.org/plugins/seo-by-rank-math/;Rank Math SEO Ч лучший WordPress SEO плагин, сочетающий в себе функции многих SEO инструментовЕ;1+ млн активных установок;6.2
Smush Ч Lazy Load Images, Optimize & Compress Images;https://ru.wordpress.org/plugins/wp-smushit/;—жимайте изображени€ и оптимизируйте изображени€ с помощью отложенной загрузки, преобразовани€ WebP и определени€ размера, чтобыЕ;1+ млн активных установок;6.2
Smash Balloon Social Photo Feed;https://ru.wordpress.org/plugins/instagram-feed/;–анее плагин называлс€ ЂInstagram Feedї. јккуратное отображение постов из нескольких учетных записей Instagram в видеЕ;1+ млн активных установок;6.2
Redux Framework;https://ru.wordpress.org/plugins/redux-framework/;Redux is a simple, truly extensible and fully responsive options framework for WordPress themes andЕ;1+ млн активных установок;6.2
Ninja Forms Contact Form Ч The Drag and Drop Form Builder for WordPress;https://ru.wordpress.org/plugins/ninja-forms/; онструктор форм WordPress, удобный дл€ новичков. “ащи-и-бросай пол€ формы, чтобы создать красивые профессиональные контактные формыЕ;900†000+ активных установок;6.2.0
Smart Slider 3;https://ru.wordpress.org/plugins/smart-slider-3/;ѕлагин адаптивного слайдера дл€ простого создани€ слайдов в визуальном редакторе. —оздавайте красивые слайдеры изображений, слоЄв,Е;900†000+ активных установок;6.1.1
The Events Calendar;https://ru.wordpress.org/plugins/the-events-calendar/; алендарь меропри€тий Ч это плагин календар€ номер один дл€ WordPress. Ћегко создавайте и управл€йте меропри€ти€миЕ;800†000+ активных установок;6.2
ѕлагин Ўорткодов дл€ WordPress Ч Shortcodes Ultimate;https://ru.wordpress.org/plugins/shortcodes-ultimate/;ќбширна€ коллекци€ визуальных компонентов дл€ вашего сайта;700†000+ активных установок;6.2
Slider, Gallery, and Carousel by MetaSlider Ч Responsive WordPress Slideshows;https://ru.wordpress.org/plugins/ml-slider/;The best slider, gallery, and carousel plugin for WordPress. Responsive and easy-to-use sliders with images,Е;700†000+ активных установок;6.2
MailPoet Ч письма и рассылки в WordPress;https://ru.wordpress.org/plugins/mailpoet/;ќтправл€йте прекрасные рассылки из WordPress. —обирайте подписчиков с помощью форм подписки, автоматизируйте письма дл€ WooCommerce,Е;600†000+ активных установок;6.1.1
Complianz Ч GDPR/CCPA Cookie Consent;https://ru.wordpress.org/plugins/complianz-gdpr/;Configure your Cookie Banner, Cookie Consent and Cookie Policy with our Wizard and Cookie Scan.Е;600†000+ активных установок;6.2
WordPress Gallery Plugin Ч NextGEN Gallery;https://ru.wordpress.org/plugins/nextgen-gallery/;—амый попул€рный плагин WordPress дл€ галерей и один из самых загружаемых плагинов за всю историюЕ;600†000+ активных установок;6.1.1
Page Builder Gutenberg Blocks Ц CoBlocks;https://ru.wordpress.org/plugins/coblocks/;CoBlocks Ч это набор блоков WordPress дл€ конструктора страниц дл€ Gutenberg, с более чем 10Е;500†000+ активных установок;6.2
Spectra Ч WordPress Gutenberg Blocks;https://ru.wordpress.org/plugins/ultimate-addons-for-gutenberg/;”силение GutenbergТа продвинутыми блоками, помогающими создавать сайты в кратчайшие сроки! Ёто первый плагин Gutenberg созданныйЕ;500†000+ активных установок;6.2
AMP;https://ru.wordpress.org/plugins/amp/;An easier path to great Page Experience for everyone. Powered by AMP.;400†000+ активных установок;6.2
Forminator Ч Contact Form, Payment Form & Custom Form Builder;https://ru.wordpress.org/plugins/forminator/;Ћучший плагин дл€ создани€ форм WordPress. —оздавайте контактные формы, формы оплаты и формы заказов сЕ;400†000+ активных установок;6.2
Formidable Forms Ч Contact Form, Survey, Quiz, Calculator & Custom Form Builder;https://ru.wordpress.org/plugins/formidable/;The most advanced WordPress forms plugin. Go beyond contact forms with our drag and dropЕ;300†000+ активных установок;6.2
Gutenberg Blocks by Kadence Blocks Ц Page Builder Features;https://ru.wordpress.org/plugins/kadence-blocks/;Custom Blocks for Gutenberg to help extend the editing capabilities.;300†000+ активных установок;6.2
HubSpot Ч CRM, Email Marketing, Live Chat, Forms & Analytics;https://ru.wordpress.org/plugins/leadin/;Capture, organize and engage web visitors with free live chat, forms, CRM (contact management), emailЕ;300†000+ активных установок;6.2
Otter Ч Gutenberg Blocks Ц Page Builder for Gutenberg Editor & FSE;https://ru.wordpress.org/plugins/otter-blocks/;Otter is a dynamic collection of page building blocks and templates for the WordPress GutenbergЕ;300†000+ активных установок;6.2
Orbit Fox от ThemeIsle;https://ru.wordpress.org/plugins/themeisle-companion/;Ётот плагин швейцарский нож, поставл€етс€ с качественной библиотекой шаблонов, модул€ми меню/значков общего доступа, блоками GutenbergЕ;300†000+ активных установок;6.2
Popup Builder Ч Create highly converting, mobile friendly marketing popups.;https://ru.wordpress.org/plugins/popup-builder/;”величьте продажи и конверсию, определите круг потенциальных потребителей и получите хороший призыв к действию сЕ;300†000+ активных установок;6.1.1
Photo Gallery by 10Web Ч Mobile-Friendly Image Gallery;https://ru.wordpress.org/plugins/photo-gallery/;Photo Gallery Ч это мощный плагин галереи изображений со списком расширенных параметров дл€ создани€ адаптивныхЕ;200†000+ активных установок;6.2
SEOPress Ч On-site SEO;https://ru.wordpress.org/plugins/wp-seopress/;SEOPress, простой, быстрый и мощный SEO плагин дл€ WordPress. ѕовышение рейтинга в поисковых системах, полностьюЕ;200†000+ активных установок;6.2
Embed Plus YouTube WordPress Plugin With YouTube Gallery, Channel, Playlist, Live Stream;https://ru.wordpress.org/plugins/youtube-embed-plus/;YouTube Embed WordPress Plugin. Embed a responsive video, YouTube channel gallery, playlist gallery, YouTube livestream.Е;200†000+ активных установок;6.2
Fonts Plugin | Google Fonts Typography;https://ru.wordpress.org/plugins/olympus-google-fonts/;—амый простой в использовании плагин Google Fonts.  одировани€ не требуетс€. ќптимизирован дл€ скорости. Ѕолее 1000Е;200†000+ активных установок;6.2
ƒублировать запись;https://ru.wordpress.org/plugins/copy-delete-posts/;ƒублировать запись;200†000+ активных установок;6.2
Best WordPress Gallery Plugin Ц FooGallery;https://ru.wordpress.org/plugins/foogallery/;Ћучший плагин галереи WordPress. —оздавайте потр€сающие галереи за считанные минуты с расширенными настройками дл€ полнойЕ;200†000+ активных установок;6.2
Smash Balloon Social Post Feed;https://ru.wordpress.org/plugins/custom-facebook-feed/;"Formerly ""Custom Facebook Feed"". Display completely customizable Facebook feeds of a Facebook page or Group.Е";100†000+ активных установок;6.2
Gallery Plugin for WordPress Ч Envira Photo Gallery;https://ru.wordpress.org/plugins/envira-gallery-lite/;√алере€ Envira самый быстрый, самый простой в использовании плагин WordPress галереи изображений. Lightbox с DragЕ;100†000+ активных установок;6.2.0
WooCommerce Blocks;https://ru.wordpress.org/plugins/woo-gutenberg-products-block/;WooCommerce Blocks это наиболее простой и гибкий инструмент дл€ отображени€ ваших товаров пр€мо в содержимомЕ;100†000+ активных установок;6.2
Layout Grid Block;https://ru.wordpress.org/plugins/layout-grid/; онтейнерный блок Gutenberg позвол€ет единообразно выравнивать элементы по глобальной сетке.;100†000+ активных установок;5.9.5
Social Icons Widget & Block by WPZOOM;https://ru.wordpress.org/plugins/social-icons-widget-by-wpzoom/;¬иджет и блок значков соцсетей помогает добавл€ть значки со ссылками на профили социальных сетей наЕ;100†000+ активных установок;6.2
GiveWP Ч Donation Plugin and Fundraising Platform;https://ru.wordpress.org/plugins/give/;ѕринимайте пожертвовани€ и начинайте сбор средств с помощью GiveWP, плагина дл€ пожертвований WordPress с самымЕ;100†000+ активных установок;6.2
Custom Twitter Feeds (Tweets Widget);https://ru.wordpress.org/plugins/custom-twitter-feeds/;As of April 3rd, 2023 this plugin is not able to retrieve Tweets from Twitter'sЕ;100†000+ активных установок;6.2
Pods Ч Custom Content Types and Fields;https://ru.wordpress.org/plugins/pods/;Pods Ч это платформа дл€ создани€, управлени€ и развертывани€ настраиваемых типов контента и полей дл€Е;100†000+ активных установок;6.1.1
Hustle Ч Email Marketing, Lead Generation, Optins, Popups;https://ru.wordpress.org/plugins/wordpress-popup/;Setup email optin forms, popups, newsletter forms & subscription forms to generate email leads withЕ;100†000+ активных установок;6.2
Schema & Structured Data for WP & AMP;https://ru.wordpress.org/plugins/schema-and-structured-data-for-wp/;Schema & Structured Data for WP & AMP adds Google Rich Snippets markup according toЕ;100†000+ активных установок;6.2
Web Stories;https://ru.wordpress.org/plugins/web-stories/;Web Stories Ч это визуальные истории дл€ вашего сайта с быстрой загрузкой и полноэкранным режимом,Е;100†000+ активных установок;6.2
LuckyWP Table of Contents;https://ru.wordpress.org/plugins/luckywp-table-of-contents/;—оздаЄт SEO-дружественное содержание дл€ ваших постов/страниц. –аботает автоматически или вручную (через шорткод, Gutenberg-блок или виджет).;100†000+ активных установок;5.9.5
Easy Forms for Mailchimp;https://ru.wordpress.org/plugins/yikes-inc-easy-mailchimp-extender/;The ultimate Mailchimp WordPress plugin. Easily build unlimited forms for your Mailchimp lists, add themЕ;100†000+ активных установок;6.2
Paid Memberships Pro Ч Restrict Member Access to Content, Courses, Communities Ч Free or Paid Subscriptions;https://ru.wordpress.org/plugins/paid-memberships-pro/;WordPress membership plugin: restrict content, accept member subscriptions with recurring payment. Includes user registration, login,Е;100†000+ активных установок;6.2
Essential Blocks Ч Page Builder Gutenberg Blocks, Patterns & Templates;https://ru.wordpress.org/plugins/essential-blocks/;The Essential Blocks Library for WordPress Gutenberg Editor.;80†000+ активных установок;6.2
EmbedPress Ч Embed PDF, YouTube, Google Docs, Vimeo, Wistia Videos, Audios, Maps & Any Documents in Gutenberg & Elementor;https://ru.wordpress.org/plugins/embedpress/;EmbedPress lets you embed videos, images, posts, audio, maps and upload PDF, DOC, PPT &Е;70†000+ активных установок;6.2
Genesis Blocks;https://ru.wordpress.org/plugins/genesis-blocks/;A collection of content blocks, sections, & full-page layouts for the block editor.;70†000+ активных установок;6.2
Form Maker by 10Web Ч Mobile-Friendly Drag & Drop Contact Form Builder;https://ru.wordpress.org/plugins/form-maker/;Form Maker is a user-friendly contact form builder that allows to create forms for anyЕ;70†000+ активных установок;6.2
User Profile Picture;https://ru.wordpress.org/plugins/metronet-profile-picture/;”становите пользовательское изображение профил€ (аватар) дл€ пользовател€ с помощью стандартного инструмента загрузки мультимедиа WordPress.;60†000+ активных установок;5.8.6
Event Tickets and Registration;https://ru.wordpress.org/plugins/event-tickets/;Event Tickets позвол€ет вашим посетител€м регистрироватьс€ и покупать билеты на меропри€ти€ на вашем сайте. “акжеЕ;60†000+ активных установок;6.2
 алендарь бронировани€;https://ru.wordpress.org/plugins/booking/; алендарь бронировани€ Ч first and most popular WordPress booking plugin. Easily manage full-day / timeЕ;60†000+ активных установок;6.2
Calculated Fields Form;https://ru.wordpress.org/plugins/calculated-fields-form/;Calculated Fields Form allows you to create both simple and rich forms, quickly like aЕ;60†000+ активных установок;6.2
Profile Builder Ч User Profile & User Registration Forms;https://ru.wordpress.org/plugins/profile-builder/;Powerful user profile plugin for creating front-end login, user registration and edit profile forms. IncludesЕ;60†000+ активных установок;6.2
Slider by Soliloquy Ч Responsive Image Slider for WordPress;https://ru.wordpress.org/plugins/soliloquy-lite/;The best WordPress slider plugin. Drag & Drop responsive slider builder that helps you createЕ;50†000+ активных установок;6.1.1
Getwid Ч Gutenberg Blocks;https://ru.wordpress.org/plugins/getwid/;40+ Gutenberg Blocks, plus multiple pre-made free block templates for the WordPress block editor.;50†000+ активных установок;6.1.1
Gutentor Ч Gutenberg Blocks Ч Page Builder for Gutenberg Editor;https://ru.wordpress.org/plugins/gutentor/;Advanced yet easy, Gutenberg editor page builder blocks. Create a masterpiece, pixel perfect website usingЕ;50†000+ активных установок;6.1.1
WP Recipe Maker;https://ru.wordpress.org/plugins/wp-recipe-maker/;ѕростой и удобный плагин рецептов дл€ всех. јвтоматические метаданные JSON-LD метаданные дл€ еды и рецептовЕ;50†000+ активных установок;6.2
Site Reviews;https://ru.wordpress.org/plugins/site-reviews/;Site Reviews is a complete review management solution for your website that is designed toЕ;50†000+ активных установок;6.2
Photo Gallery, Images, Slider in Rbs Image Gallery;https://ru.wordpress.org/plugins/robo-gallery/;Rbs Image Gallery is an advanced responsive photo gallery plugin. Flexible gallery images management tools.Е;50†000+ активных установок;6.2
RSS Aggregator by Feedzy Ч Powerful WP Autoblogging and News Aggregator;https://ru.wordpress.org/plugins/feedzy-rss-feeds/;The most powerful WordPress RSS aggregator, helping you curate content, autoblog, import and display unlimitedЕ;50†000+ активных установок;6.2
Ultimate Blocks Ч плагин блоков дл€ редактора Gutenberg;https://ru.wordpress.org/plugins/ultimate-blocks/;Ќастраиваемые блоки Gutenberg дл€ блогеров и маркетологов. —оздавайте лучший контент с Gutenberg.;50†000+ активных установок;6.2
Feeds for YouTube (плагин дл€ видео, канала и галереи YouTube);https://ru.wordpress.org/plugins/feeds-for-youtube/;ѕлагин Feeds for YouTube позвол€ет отображать настраиваемые ленты YouTube с любого канала YouTube.;50†000+ активных установок;6.2
Advanced Responsive Video Embedder (Rumble, YouTube, Vimeo, HTML5 Video Е);https://ru.wordpress.org/plugins/advanced-responsive-video-embedder/;Easy video embeds via URLs or shortcodes or Blocks. Perfect drop-in replacement for WordPress' defaultЕ;40†000+ активных установок;6.0.3
Form builder to get in touch with visitors, grow your email list and collect payments Ч Happyforms;https://ru.wordpress.org/plugins/happyforms/;Contact form, newsletter form and payment form builder without the sucky stuff Ч lost emails,Е;40†000+ активных установок;6.1.1
10WebSocial;https://ru.wordpress.org/plugins/wd-instagram-feed/;10Web;40†000+ активных установок;5.0.18
Timetable and Event Schedule by MotoPress;https://ru.wordpress.org/plugins/mp-timetable/;”мный организатор и тайм-менеджмент инструмент с чистым минималистичным дизайном дл€ вывода расписаний предсто€щих событий.;40†000+ активных установок;6.2
Visualizer: Tables and Charts Manager for WordPress;https://ru.wordpress.org/plugins/visualizer/;ѕростой и мощный плагин диаграмм WordPress дл€ создани€ адаптивных диаграмм и таблиц и встраивани€ ихЕ;40†000+ активных установок;6.2
Constant Contact Forms;https://ru.wordpress.org/plugins/constant-contact-forms/;ќфициальный плагин Constant Contact добавл€ет на ваш сайт WordPress контактную форму дл€ быстрого сбора информацииЕ;40†000+ активных установок;6.1.1
Accept Stripe Payments;https://ru.wordpress.org/plugins/stripe-payments/;Easily accept payments on your WordPress site via Stripe payment gateway.;30†000+ активных установок;6.2
Uncanny Toolkit for LearnDash;https://ru.wordpress.org/plugins/uncanny-learndash-toolkit/;Extend LearnDash with a variety of useful functions that make it even easier to buildЕ;30†000+ активных установок;6.1.1
Sliderby10Web;https://ru.wordpress.org/plugins/slider-wd/;10Web;30†000+ активных установок;5.0.18
Gutenberg Blocks Ч PublishPress Blocks Gutenberg Editor Plugin;https://ru.wordpress.org/plugins/advanced-gutenberg/;PublishPress Blocks include accordions, galleries, sliders, tabs, maps and more. Plus it has the bestЕ;30†000+ активных установок;6.2
Image Photo Gallery Final Tiles Grid;https://ru.wordpress.org/plugins/final-tiles-grid-gallery-lite/;√алере€ изображений + √алере€ фотографий + √алере€ портфолио + ѕлиточна€ галере€ в 1 плагине. ¬ключаетЕ;30†000+ активных установок;6.2
SyntaxHighlighter Evolved;https://ru.wordpress.org/plugins/syntaxhighlighter/;Easily post syntax-highlighted code to your site without having to modify the code at all.Е;30†000+ активных установок;6.2
Atomic Blocks Ч Gutenberg Blocks Collection;https://ru.wordpress.org/plugins/atomic-blocks/;A collection of beautiful, customizable Gutenberg blocks for the new block editor.;30†000+ активных установок;5.5.11
PostX Ц Gutenberg Post Grid Blocks;https://ru.wordpress.org/plugins/ultimate-post/;Create News, Magazine and Blogs with post grid, post list, recent posts, related posts, popularЕ;30†000+ активных установок;6.2
ћагазин Ёквид;https://ru.wordpress.org/plugins/ecwid-shopping-cart/;Powerful, easy to use ecommerce shopping cart for WordPress. ѕродажи в соцсет€х. iPhone & AndroidЕ;30†000+ активных установок;6.2
